"46","579","13"
"61","66","17"
"13","565","23"
"42","856","5"
"21","837","15"
"25","1757","9"
"80","1399","26"
"54","576","29"
"61","1937","30"
"61","962","23"
"70","1344","18"
"16","1352","3"
"7","1187","28"
"69","450","4"
"70","1402","9"
"64","1608","4"
"16","787","10"
"76","602","15"
"54","904","28"
"68","1040","18"
"7","1301","10"
"49","84","17"
"70","754","18"
"16","1575","25"
"25","183","24"
"76","382","1"
"16","1287","15"
"70","288","25"
"80","1857","29"
"46","1423","8"
"76","1299","13"
"59","147","17"
"13","1665","27"
"54","752","18"
"70","156","16"
"49","269","18"
"25","433","28"
"76","83","12"
"69","1326","25"
"59","601","21"
"61","1579","20"
"69","1572","4"
"7","934","24"
"64","1284","25"
"16","474","29"
"70","1626","12"
"64","1569","21"
"70","1137","30"
"42","262","16"
"61","1500","18"
"76","1692","7"
"76","1105","28"
"16","1761","27"
"64","1722","6"
"33","959","10"
"49","1275","10"
"16","1282","24"
"36","1073","25"
"61","268","4"
"21","659","22"
"16","1207","4"
"80","1351","23"
"80","1398","25"
"54","1534","6"
"16","1627","7"
"42","716","17"
"7","123","4"
"54","1113","20"
"21","1328","1"
"61","733","1"
"68","1179","1"
"16","1945","13"
"42","1643","11"
"47","331","21"
"25","1315","8"
"54","977","21"
"16","4","12"
"64","774","2"
"61","1753","16"
"59","802","4"
"64","100","29"
"64","1552","5"
"49","1783","29"
"16","1591","8"
"69","941","16"
"16","1991","9"
"80","1797","9"
"61","1418","27"
"16","103","19"
"36","153","30"
"64","1244","6"
"16","517","12"
"80","116","19"
"68","473","3"
"80","760","28"
"47","1119","14"
"68","920","4"
"64","1134","24"
"21","1095","28"
"13","400","12"
"68","28","20"
"76","577","4"
"36","272","4"
"21","804","10"
"68","1980","29"
"70","1459","18"
"13","1498","26"
"80","732","8"
"16","1474","5"
"64","477","28"
"64","991","20"
"13","308","7"
"47","1180","11"
"47","1581","29"
"36","1930","3"
"69","1988","6"
"33","933","20"
"13","1239","30"
"64","1832","9"
"36","1522","4"
"13","587","21"
"76","127","28"
"16","956","28"
"49","366","7"
"42","1358","19"
"13","916","29"
"7","639","20"
"33","1821","5"
"61","1635","10"
"25","1566","25"
"46","1621","9"
"7","351","4"
"68","1916","9"
"42","110","2"
"7","111","16"
"33","1680","3"
"68","1128","25"
"16","1426","28"
"54","1922","3"
"54","1620","27"
"25","737","5"
"76","1469","17"
"25","1976","20"
"16","1339","2"
"13","185","11"
"54","878","19"
"59","1842","13"
"49","1535","30"
"21","670","3"
"7","286","5"
"42","620","16"
"42","442","9"
"46","713","9"
"46","1222","23"
"21","239","9"
"16","850","23"
"33","884","6"
"69","1009","7"
"54","1974","2"
"70","1698","28"
"54","1144","7"
"61","557","30"
"7","1770","22"
"21","1053","4"
"46","1331","26"
"13","1543","27"
"80","244","22"
"25","721","13"
"25","1780","7"
"47","408","5"
"80","1854","5"
"42","681","18"
"25","49","21"
"25","1504","12"
"13","572","27"
"54","586","20"
"33","784","12"
"80","336","3"
"61","1556","12"
"36","944","17"
"54","1865","19"
"47","1796","1"
"64","1487","23"
"46","1684","14"
"7","358","1"
"21","1848","1"
"76","1640","29"
"36","1369","30"
"25","1913","10"
"70","1340","29"
"76","1965","12"
"64","1931","12"
"68","1549","19"
"13","470","21"
"13","1602","28"
"7","1728","26"
"25","1373","25"
"25","1565","29"
"59","1779","14"
"49","93","11"
"70","1736","6"
"21","1513","10"
"68","1908","17"
"7","761","21"
"7","1867","28"
"13","664","6"
"64","356","11"
"59","46","21"
"42","1411","18"
"70","590","12"
"80","240","18"
"49","1151","4"
"80","112","27"
"25","306","29"
"16","689","6"
"61","1548","14"
"70","1005","1"
"59","1737","18"
"68","1766","25"
"54","1038","22"
"21","1612","28"
"46","1519","14"
"25","30","13"
"68","118","24"
"21","1688","8"
"64","1131","20"
"68","751","7"
"33","559","9"
"68","801","9"
"49","928","23"
"36","1362","22"
"25","1416","12"
"64","538","22"
"68","762","19"
"59","1486","26"
"59","1171","4"
"21","789","6"
"13","455","16"
"54","831","25"
"16","1304","16"
"59","1384","24"
"80","1286","17"
"49","964","6"
"42","611","25"
"42","1524","22"
"13","1950","12"
"69","540","4"
"46","845","12"
"13","843","23"
"61","323","29"
"21","981","29"
"13","1471","6"
"59","809","16"
"25","1993","27"
"76","1477","29"
"47","748","4"
"54","1514","3"
"54","1590","20"
"70","1805","25"
"33","29","8"
"42","696","4"
"68","445","12"
"59","1907","3"
"59","1859","3"
"68","99","3"
"7","663","7"
"49","1601","8"
"61","423","26"
"59","164","29"
"47","267","19"
"21","1826","12"
"80","1997","23"
"36","1900","10"
"42","880","2"
"68","215","12"
"64","447","23"
"49","1707","22"
"21","131","7"
"7","1895","29"
"59","32","17"
"59","1850","8"
"64","1468","7"
"13","1941","30"
"49","298","3"
"64","1387","1"
"49","900","25"
"13","1343","11"
"70","137","6"
"49","1741","5"
"7","1921","21"
"61","1898","17"
"16","301","13"
"13","1254","4"
"68","656","2"
"47","266","1"
"7","967","13"
"80","1906","9"
"36","90","12"
"16","24","26"
"42","1652","6"
"64","1739","17"
"16","1762","11"
"70","1160","25"
"47","1490","14"
"36","1414","12"
"68","1333","18"
"21","1927","9"
"69","253","9"
"13","1671","20"
"68","1421","6"
"61","389","30"
"46","1055","9"
"64","1839","18"
"36","570","28"
"33","846","15"
"49","284","15"
"33","1527","23"
"61","938","11"
"49","1250","4"
"46","324","30"
"47","353","2"
"49","1933","21"
"42","1818","15"
"49","1406","1"
"16","381","13"
"80","505","1"
"33","582","18"
"70","1141","12"
"61","1235","15"
"76","344","24"
"13","631","3"
"46","1598","22"
"68","979","3"
"47","33","5"
"49","622","14"
"68","940","1"
"16","1227","17"
"68","1354","29"
"64","1600","1"
"80","1523","18"
"80","1604","14"
"25","783","11"
"80","1270","27"
"59","1888","9"
"33","101","3"
"54","23","12"
"46","972","22"
"59","1699","27"
"36","525","10"
"54","120","26"
"21","396","12"
"13","1466","5"
"46","260","2"
"13","1576","2"
"54","114","29"
"16","672","11"
"16","1986","6"
"69","1290","13"
"69","756","28"
"16","978","19"
"46","935","15"
"59","574","18"
"7","1829","25"
"7","220","14"
"46","1964","16"
"76","203","2"
"21","1963","26"
"13","1269","10"
"25","317","3"
"68","1691","10"
"68","282","23"
"70","211","3"
"54","1382","26"
"54","135","20"
"68","1801","21"
"42","1133","10"
"36","1897","19"
"69","1103","28"
"47","1365","13"
"42","372","16"
"16","610","24"
"25","529","27"
"70","980","8"
"54","81","17"
"54","658","23"
"59","765","16"
"54","638","7"
"16","1390","11"
"7","1310","3"
"36","467","24"
"68","316","25"
"49","714","1"
"46","1538","6"
"64","798","6"
"80","1871","13"
"69","984","29"
"7","1706","3"
"68","820","29"
"47","558","14"
"59","17","1"
"46","1693","2"
"69","1954","21"
"36","1679","6"
"16","144","13"
"36","1229","23"
"25","422","14"
"7","1305","23"
"13","1168","10"
"70","1758","18"
"68","265","17"
"36","1197","25"
"69","1240","10"
"47","749","26"
"33","555","21"
"54","435","15"
"47","534","8"
"46","1540","7"
"69","1298","4"
"36","320","24"
"64","343","30"
"36","1446","2"
"42","1542","27"
"64","1774","25"
"69","1803","16"
"68","1614","2"
"16","379","25"
"42","1646","24"
"49","1808","5"
"21","1644","1"
"36","359","9"
"68","478","21"
"49","1391","16"
"21","1237","12"
"46","386","27"
"49","1300","1"
"54","1193","1"
"13","1337","16"
"68","1170","28"
"33","414","8"
"47","1887","28"
"49","355","5"
"21","446","6"
"46","360","16"
"25","1321","5"
"49","1363","2"
"70","885","8"
"21","803","11"
"13","489","19"
"80","1603","19"
"21","1397","16"
"80","511","12"
"80","1006","26"
"69","1385","6"
"13","1530","30"
"69","715","17"
"70","362","8"
"21","1482","13"
"61","124","11"
"68","1725","18"
"54","1320","5"
"16","1121","21"
"59","1026","22"
"59","616","17"
"13","428","15"
"47","1379","7"
"21","1909","10"
"7","617","4"
"70","764","9"
"42","273","15"
"36","1405","21"
"80","909","30"
"46","544","17"
"69","1206","14"
"16","1200","4"
"25","795","11"
"80","1136","21"
"13","1149","28"
"21","892","28"
"13","441","29"
"13","1033","6"
"25","53","16"
"7","388","17"
"54","1003","18"
"16","1666","9"
"59","823","9"
"76","1228","1"
"47","1696","30"
"47","326","4"
"64","1616","28"
"46","1724","8"
"7","1636","10"
"7","200","9"
"64","690","9"
"68","3","26"
"46","1031","19"
"33","1372","8"
"42","1942","21"
"36","866","16"
"61","1670","12"
"33","1618","7"
"59","1404","17"
"36","1443","20"
"16","648","12"
"21","64","14"
"64","145","17"
"70","1401","5"
"61","1004","17"
"64","1532","6"
"47","1788","1"
"80","1438","9"
"61","1090","13"
"70","1492","28"
"16","1077","26"
"69","303","13"
"7","1719","29"
"33","1855","30"
"54","1329","2"
"61","1059","6"
"16","188","22"
"76","1049","28"
"54","75","22"
"33","133","7"
"61","1021","19"
"16","1043","15"
"64","1345","27"
"13","398","25"
"69","402","16"
"49","637","22"
"69","95","16"
"46","187","20"
"49","1701","3"
"33","1448","26"
"42","1409","14"
"70","1155","13"
"21","1978","13"
"64","512","22"
"42","21","21"
"33","1918","17"
"7","1526","19"
"59","94","2"
"36","1355","8"
"46","996","27"
"25","1444","18"
"76","34","1"
"36","1807","22"
"21","1815","29"
"59","1063","14"
"42","270","7"
"46","567","7"
"42","1143","19"
"47","591","5"
"76","524","14"
"61","1463","1"
"61","452","14"
"47","816","24"
"33","252","13"
"21","1428","27"
"42","1342","5"
"80","1823","4"
"69","1777","14"
"54","297","20"
"46","1793","17"
"42","248","20"
"7","1306","18"
"47","1973","12"
"47","832","18"
"36","1350","23"
"21","1790","10"
"70","1394","16"
"7","1852","5"
"69","1165","29"
"13","1478","26"
"36","338","14"
"36","214","16"
"61","231","23"
"47","1169","26"
"16","11","6"
"25","1420","20"
"54","1674","4"
"68","556","1"
"68","1584","14"
"54","541","18"
"68","1799","11"
"54","975","14"
"69","1377","2"
"49","1255","15"
"76","1462","16"
"47","1312","9"
"36","241","28"
"7","1625","19"
"13","1086","22"
"47","528","3"
"21","1258","26"
"76","82","8"
"64","1473","6"
"68","25","21"
"49","186","11"
"76","811","19"
"46","1835","17"
"46","1052","16"
"80","871","11"
"36","409","22"
"46","1309","13"
"21","1923","26"
"64","1064","5"
"80","1738","27"
"36","1075","6"
"70","142","11"
"16","838","23"
"64","796","20"
"21","1952","8"
"54","1983","4"
"49","1226","6"
"21","1132","4"
"21","72","22"
"49","1012","28"
"21","1585","28"
"46","629","3"
"7","348","21"
"16","566","15"
"61","657","19"
"61","745","30"
"16","460","10"
"36","1660","15"
"21","102","29"
"16","57","16"
"42","1558","22"
"33","1014","30"
"46","550","16"
"76","876","8"
"70","1276","3"
"76","78","1"
"76","96","6"
"54","368","12"
"47","575","10"
"21","988","24"
"80","1374","27"
"69","1817","14"
"36","254","1"
"42","1294","18"
"49","1675","25"
"36","1875","13"
"80","1915","3"
"76","1551","12"
"80","986","7"
"47","1161","16"
"42","662","27"
"61","1217","30"
"64","1458","4"
"47","41","2"
"47","593","1"
"64","1029","16"
"49","519","15"
"42","1929","1"
"59","1996","4"
"54","151","28"
"59","685","19"
"68","1749","11"
"61","310","16"
"42","1632","13"
"61","369","8"
"61","1879","5"
"16","251","3"
"49","1564","16"
"54","264","13"
"33","1","7"
"16","302","5"
"42","1825","22"
"7","755","23"
"33","451","10"
"47","1981","19"
"25","1072","12"
"64","479","11"
"13","1425","6"
"49","1667","17"
"47","1313","11"
"33","1089","7"
"13","73","7"
"59","1932","8"
"36","1970","26"
"36","509","5"
"70","195","18"
"76","507","27"
"49","1494","17"
"61","888","14"
"68","173","19"
"25","1262","6"
"68","862","10"
"13","1111","26"
"16","1183","22"
"16","830","7"
"47","190","25"
"33","719","4"
"64","750","12"
"69","501","11"
"42","650","1"
"59","290","6"
"80","995","8"
"16","730","3"
"21","250","8"
"46","683","9"
"59","1112","23"
"70","589","5"
"46","1786","3"
"16","1191","5"
"68","374","18"
"54","960","26"
"16","894","4"
"69","640","6"
"54","1880","6"
"25","1953","8"
"76","1717","21"
"54","1593","5"
"46","542","13"
"76","1539","9"
"80","1022","8"
"13","1846","13"
"69","171","5"
"25","1483","19"
"42","1785","2"
"54","772","25"
"68","1261","28"
"76","457","12"
"70","644","7"
"42","695","18"
"25","701","11"
"76","883","25"
"64","673","28"
"76","113","6"
"68","444","28"
"64","1332","30"
"80","1093","9"
"61","487","29"
"21","191","12"
"61","67","6"
"69","604","12"
"59","1928","19"
"54","42","29"
"33","51","28"
"46","322","23"
"42","634","10"
"7","641","8"
"47","1609","12"
"13","1125","25"
