"382","457","86","33","8","2022-12-05 04:23:26","271.03","true"
"383","2815","17","1791","18","2022-12-06 15:16:49","355.27","true"
"384","1435","28","1592","15","2022-12-06 07:38:47","294.04","true"
"385","1254","20","1836","1","2022-12-04 13:38:24","368.98","false"
"386","1998","76","773","16","2022-12-03 10:27:44","261.70","true"
"387","2164","1","1625","13","2022-12-06 00:41:16","286.69","false"
"388","1459","49","855","9","2022-12-05 18:09:42","413.85","false"
"389","1539","49","337","2","2022-12-05 10:16:16","227.33","false"
"390","2376","40","266","5","2022-12-06 07:04:41","247.80","true"
"391","1422","42","484","1","2022-12-03 11:46:29","465.92","true"
"392","3354","74","79","7","2022-12-01 19:44:10","312.56","false"
"393","15","46","242","4","2022-12-01 07:53:33","1.69","false"
"394","2862","18","432","18","2022-12-04 10:45:10","22.85","false"
"395","768","23","774","3","2022-12-06 06:43:49","223.34","false"
"396","3513","72","1936","16","2022-12-03 02:52:59","157.20","false"
"397","2522","36","561","18","2022-12-06 15:57:00","245.52","false"
"398","2329","52","1303","3","2022-12-05 00:50:45","186.83","false"
"399","2891","90","354","2","2022-12-03 12:28:10","245.78","true"
"400","81","40","1879","4","2022-12-01 00:45:49","363.91","false"
"401","2375","21","1282","18","2022-12-01 23:24:09","223.06","false"
"402","229","51","1653","9","2022-12-05 00:53:18","467.67","true"
"403","3981","94","1370","14","2022-12-01 11:15:45","16.25","true"
"404","3018","85","263","5","2022-12-05 22:26:43","41.71","true"
"405","2548","79","1354","12","2022-12-01 19:59:59","175.31","true"
"406","430","77","295","12","2022-12-06 12:30:52","286.72","true"
"407","2359","25","1475","18","2022-12-03 15:04:39","73.24","false"
"408","1519","63","1794","10","2022-12-01 19:27:18","62.14","true"
"409","1520","44","1312","9","2022-12-06 02:54:40","228.69","true"
"410","1433","55","252","2","2022-12-05 04:14:21","312.98","false"
"411","2958","13","1657","6","2022-12-01 17:28:43","52.55","true"
"412","2327","47","1491","19","2022-12-04 13:35:15","241.07","false"
"413","3908","12","1166","16","2022-12-05 21:11:05","391.04","true"
"414","2562","54","943","20","2022-12-05 08:10:34","399.61","false"
"415","1434","41","568","11","2022-12-04 12:29:09","6.92","false"
"416","3138","42","1402","3","2022-12-06 12:27:27","208.10","true"
"417","1247","91","1312","13","2022-12-06 01:08:53","97.91","true"
"418","1802","20","1703","18","2022-12-01 23:48:03","488.33","true"
"419","3432","89","1074","4","2022-12-01 07:40:39","206.89","false"
"420","334","64","370","17","2022-12-06 15:59:12","244.16","true"
"421","1412","85","1921","10","2022-12-06 07:16:26","425.45","false"
"422","1549","26","628","14","2022-12-04 11:53:14","113.54","true"
"423","3329","69","1575","15","2022-12-02 00:23:27","397.93","true"
"424","1958","64","1121","3","2022-12-03 19:37:11","206.32","true"
"425","2143","32","230","8","2022-12-06 18:00:11","262.78","false"
"426","2483","44","1472","11","2022-12-03 22:52:00","35.71","false"
"427","2099","59","1861","11","2022-12-01 04:35:39","280.42","false"
"428","3356","45","866","14","2022-12-05 07:09:49","83.59","false"
"429","809","41","802","17","2022-12-03 07:58:01","199.33","true"
"430","3775","58","183","1","2022-12-01 20:53:28","131.45","true"
"431","2116","6","1117","5","2022-12-06 03:16:52","398.50","false"
"432","1673","93","1284","0","2022-12-06 11:31:29","22.62","true"
"433","2054","46","331","15","2022-12-05 15:53:55","102.26","false"
